Temperature,Rainfall,Humidity,Pressure,RainToday,RainTomorrow
13.15,0,6.575,3.2875,No,0
18.25,0,9.125,4.5625,No,0
12.3,0,6.15,3.075,No,1
10.5,5.2,7.85,6.525,Yes,0
10.3,0,5.15,2.575,No,0
9.3,3,6.15,4.575,Yes,0
8.55,0.2,4.375,2.2875,No,0
9.85,0,4.925,2.4625,No,0
11.55,0,5.775,2.8875,No,0
16.95,0,8.475,4.2375,No,0
11,15,13,14,Yes,1
12.2,7,9.6,8.3,Yes,1
11.45,5.6,8.525,7.0625,Yes,0
10.6,0,5.3,2.65,No,0
18.85,0,9.425,4.7125,No,0
17.15,0,8.575,4.2875,No,0
19.4,0,9.7,4.85,No,0
12.85,0,6.425,3.2125,No,0
24,0,12,6,No,0
14.7,0,7.35,3.675,No,0
11.75,0.2,5.975,3.0875,No,0
17.95,0,8.975,4.4875,No,0
21.65,0,10.825,5.4125,No,0
25.75,0,12.875,6.4375,No,0
26.25,0,13.125,6.5625,No,0
26.5,0,13.25,6.625,No,0
28.45,0,14.225,7.1125,No,0
28.35,0,14.175,7.0875,No,0
27.05,0,13.525,6.7625,No,0
28.45,0,14.225,7.1125,No,0
27.25,0,13.625,6.8125,No,0
23.7,0,11.85,5.925,No,0
21.45,0,10.725,5.3625,No,0
26.45,0,13.225,6.6125,No,0
26.95,0,13.475,6.7375,No,0
15.9,16.2,16.05,16.125,Yes,0
15.8,0,7.9,3.95,No,0
22.5,0,11.25,5.625,No,1
21.75,4,12.875,8.4375,Yes,1
15.45,1.2,8.325,4.7625,Yes,1
15.85,7.6,11.725,9.6625,Yes,0
16.6,0.2,8.4,4.3,No,0
18.25,0.2,9.225,4.7125,No,0
20.2,0,10.1,5.05,No,0
19.3,0,9.65,4.825,No,0
15,0,7.5,3.75,No,0
14.4,0,7.2,3.6,No,0
18.5,0,9.25,4.625,No,0
19.7,0,9.85,4.925,No,1
16.35,12,14.175,13.0875,Yes,0
15,0,7.5,3.75,No,0
16.4,0,8.2,4.1,No,0
20.95,0,10.475,5.2375,No,0
25.55,0,12.775,6.3875,No,0
20.8,0,10.4,5.2,No,0
23.3,0,11.65,5.825,No,0
21.6,0,10.8,5.4,No,0
18,0,9,4.5,No,0
18.85,0,9.425,4.7125,No,0
30.25,0,15.125,7.5625,No,0
23.45,0,11.725,5.8625,No,0
19.25,0,9.625,4.8125,No,0
16.5,0,8.25,4.125,No,0
21.3,0,10.65,5.325,No,0
22.8,0,11.4,5.7,No,0
25.15,0,12.575,6.2875,No,0
27.6,0,13.8,6.9,No,0
28.1,0,14.05,7.025,No,0
30.8,0,15.4,7.7,No,0
32,0,16,8,No,0
22.6,0,11.3,5.65,No,1
17.9,9.2,13.55,11.375,Yes,0
19.1,0,9.55,4.775,No,0
22.25,0,11.125,5.5625,No,0
19.05,0,9.525,4.7625,No,0
16.15,0,8.075,4.0375,No,0
16.75,0,8.375,4.1875,No,0
16.95,0,8.475,4.2375,No,0
29,0,14.5,7.25,No,0
20.6,0,10.3,5.15,No,0
20.85,0,10.425,5.2125,No,0
24.3,0,12.15,6.075,No,0
22.65,0,11.325,5.6625,No,0
24.7,0,12.35,6.175,No,0
20.25,0,10.125,5.0625,No,0
24.4,0,12.2,6.1,No,0
25.2,0,12.6,6.3,No,0
21,0,10.5,5.25,No,0
25,0,12.5,6.25,No,0
24.8,0,12.4,6.2,No,0
17.6,2,9.8,5.9,Yes,0
20.1,0,10.05,5.025,No,0
28.75,0,14.375,7.1875,No,0
30.3,0,15.15,7.575,No,0
26.9,0,13.45,6.725,No,0
22.45,0,11.225,5.6125,No,0
21.5,0,10.75,5.375,No,0
23.3,0,11.65,5.825,No,0
25.3,0,12.65,6.325,No,0
27.15,0,13.575,6.7875,No,0
23.45,0,11.725,5.8625,No,0
20.8,0.2,10.5,5.35,No,0
21.1,0,10.55,5.275,No,0
24.8,0,12.4,6.2,No,0
22.5,0,11.25,5.625,No,0
16.5,0,8.25,4.125,No,0
18.3,0,9.15,4.575,No,0
21.8,0,10.9,5.45,No,0
18.1,0,9.05,4.525,No,1
16.9,7.4,12.15,9.775,Yes,0
13.25,0,6.625,3.3125,No,0
15.2,0,7.6,3.8,No,0
19.7,0,9.85,4.925,No,0
21.9,0,10.95,5.475,No,0
22.6,0,11.3,5.65,No,0
22.7,0,11.35,5.675,No,0
25.1,0,12.55,6.275,No,0
25.5,0,12.75,6.375,No,0
22.15,0,11.075,5.5375,No,0
22.15,0,11.075,5.5375,No,0
23.2,0.4,11.8,6.1,No,0
18.45,0.2,9.325,4.7625,No,0
17.55,0,8.775,4.3875,No,0
21.4,0,10.7,5.35,No,0
22.25,0,11.125,5.5625,No,1
19.1,5.8,12.45,9.125,Yes,0
17,0,8.5,4.25,No,0
18.2,0,9.1,4.55,No,0
18.2,0,9.1,4.55,No,0
18.15,0,9.075,4.5375,No,0
19.9,0,9.95,4.975,No,0
21.4,0,10.7,5.35,No,1
19.7,10.2,14.95,12.575,Yes,1
17.95,24.4,21.175,22.7875,Yes,0
18.15,3.4,10.775,7.0875,Yes,1
17.6,1.2,9.4,5.3,Yes,1
15.25,1.2,8.225,4.7125,Yes,0
13.85,0,6.925,3.4625,No,0
14.35,0,7.175,3.5875,No,0
17.25,0,8.625,4.3125,No,0
21.4,0.8,11.1,5.95,No,0
19.9,0,9.95,4.975,No,0
19.95,0,9.975,4.9875,No,1
19.35,3.8,11.575,7.6875,Yes,0
19.4,0,9.7,4.85,No,1
16.85,4.4,10.625,7.5125,Yes,1
13.3,0,6.65,3.325,No,1
15.25,7.2,11.225,9.2125,Yes,0
15.8,1.8,8.8,5.3,Yes,0
17.5,0,8.75,4.375,No,0
16.1,0,8.05,4.025,No,1
13.3,1.2,7.25,4.225,Yes,0
12.35,0,6.175,3.0875,No,0
15.15,0,7.575,3.7875,No,0
14.35,0,7.175,3.5875,No,0
13.95,0,6.975,3.4875,No,0
11.85,0.8,6.325,3.5625,No,0
8.65,0,4.325,2.1625,No,0
7.95,0,3.975,1.9875,No,0
11.25,0,5.625,2.8125,No,0
9.95,0,4.975,2.4875,No,0
9.9,0,4.95,2.475,No,0
11.75,0,5.875,2.9375,No,0
12.75,0,6.375,3.1875,No,0
10.6,0,5.3,2.65,No,0
10.15,0,5.075,2.5375,No,1
13.05,3.4,8.225,5.8125,Yes,1
13.6,15.8,14.7,15.25,Yes,1
13.15,1.4,7.275,4.3375,Yes,0
12.45,0,6.225,3.1125,No,0
12.95,0,6.475,3.2375,No,1
11.2,12,11.6,11.8,Yes,1
9.7,0,4.85,2.425,No,0
8.8,0,4.4,2.2,No,0
9.65,0.2,4.925,2.5625,No,1
8.35,1,4.675,2.8375,No,0
8.85,4.8,6.825,5.8125,Yes,1
7.95,2.2,5.075,3.6375,Yes,1
10.3,1.2,5.75,3.475,Yes,0
5.5,0,2.75,1.375,No,0
6.45,0,3.225,1.6125,No,0
5.35,0,2.675,1.3375,No,0
1.45,0,0.725,0.3625,No,0
12.8,2,7.4,4.7,Yes,1
11,0,5.5,2.75,No,0
5.2,0.2,2.7,1.45,No,0
8.95,0.2,4.575,2.3875,No,1
5.75,0,2.875,1.4375,No,0
7.85,0.2,4.025,2.1125,No,0
6.65,0,3.325,1.6625,No,0
6.05,0.2,3.125,1.6625,No,0
6.95,0,3.475,1.7375,No,0
7.65,0,3.825,1.9125,No,1
11.25,2.4,6.825,4.6125,Yes,0
7.85,0.2,4.025,2.1125,No,0
12.25,0,6.125,3.0625,No,1
9.5,15,12.25,13.625,Yes,1
9.95,7.6,8.775,8.1875,Yes,0
8.7,0.6,4.65,2.625,No,0
10.75,0,5.375,2.6875,No,0
6.55,0,3.275,1.6375,No,1
9.5,2.4,5.95,4.175,Yes,1
8.45,2.4,5.425,3.9125,Yes,0
6.65,0.4,3.525,1.9625,No,0
8.7,0,4.35,2.175,No,0
9.1,0,4.55,2.275,No,0
6.65,0,3.325,1.6625,No,0
7.9,0,3.95,1.975,No,0
9.65,0,4.825,2.4125,No,1
11.15,0.8,5.975,3.3875,No,0
10.3,0.4,5.35,2.875,No,1
6.65,1,3.825,2.4125,No,0
7.6,0,3.8,1.9,No,0
7.25,0.8,4.025,2.4125,No,1
5.3,3.6,4.45,4.025,Yes,0
7.05,0.2,3.625,1.9125,No,0
6.35,0,3.175,1.5875,No,0
7.85,5.6,6.725,6.1625,Yes,0
9.05,1,5.025,3.0125,No,1
10.35,1.8,6.075,3.9375,Yes,0
9.35,0,4.675,2.3375,No,0
10.25,1.4,5.825,3.6125,Yes,0
9.6,0.6,5.1,2.85,No,1
7.9,1.2,4.55,2.875,Yes,1
7.85,0,3.925,1.9625,No,1
9.95,2.2,6.075,4.1375,Yes,0
9.25,0.4,4.825,2.6125,No,1
9.85,12.6,11.225,11.9125,Yes,1
10.65,1.6,6.125,3.8625,Yes,0
8.9,0,4.45,2.225,No,0
11.95,0.2,6.075,3.1375,No,0
11.6,0.6,6.1,3.35,No,0
10.5,0.6,5.55,3.075,No,0
9.25,40,24.625,32.3125,Yes,1
10.25,16.8,13.525,15.1625,Yes,1
9.1,5.8,7.45,6.625,Yes,0
7.2,0,3.6,1.8,No,0
12.25,1,6.625,3.8125,No,1
10.05,0.2,5.125,2.6625,No,0
11.55,0.2,5.875,3.0375,No,1
12.7,20,16.35,18.175,Yes,0
10,0.8,5.4,3.1,No,1
10.35,1.4,5.875,3.6375,Yes,0
10.5,0,5.25,2.625,No,0
9.25,0,4.625,2.3125,No,0
10.85,0.6,5.725,3.1625,No,0
11.25,0,5.625,2.8125,No,0
9.5,0,4.75,2.375,No,0
11.45,0,5.725,2.8625,No,0
12.6,0,6.3,3.15,No,0
11.1,0,5.55,2.775,No,0
1.95,0.4,1.175,0.7875,No,0
12.85,0,6.425,3.2125,No,0
14.4,0,7.2,3.6,No,0
17.65,0,8.825,4.4125,No,0
14.05,0.2,7.125,3.6625,No,0
14.65,0,7.325,3.6625,No,0
9.6,0,4.8,2.4,No,0
13.25,0,6.625,3.3125,No,0
15.9,0,7.95,3.975,No,0
19.05,0,9.525,4.7625,No,0
19.2,0,9.6,4.8,No,1
13.1,7.2,10.15,8.675,Yes,0
14.55,0,7.275,3.6375,No,1
9.05,5.6,7.325,6.4625,Yes,1
8.4,3.4,5.9,4.65,Yes,0
10.55,0.4,5.475,2.9375,No,0
11.55,0.2,5.875,3.0375,No,0
14.35,0,7.175,3.5875,No,0
16.95,0,8.475,4.2375,No,0
18.45,0,9.225,4.6125,No,1
15.6,0,7.8,3.9,No,0
18.05,0,9.025,4.5125,No,0
19.15,0,9.575,4.7875,No,1
12,12,12,12,Yes,0
10.55,0.2,5.375,2.7875,No,0
9.25,0,4.625,2.3125,No,0
10.25,0,5.125,2.5625,No,0
11.3,0,5.65,2.825,No,0
13.55,0,6.775,3.3875,No,0
16.8,0,8.4,4.2,No,0
15.35,0,7.675,3.8375,No,0
16.55,0,8.275,4.1375,No,0
19.15,0,9.575,4.7875,No,0
20.35,0,10.175,5.0875,No,0
20.8,0,10.4,5.2,No,0
22.3,0,11.15,5.575,No,1
12.95,7,9.975,8.4875,Yes,1
15.1,4.2,9.65,6.925,Yes,0
15.4,0.2,7.8,4,No,0
12.45,0,6.225,3.1125,No,0
13.35,0,6.675,3.3375,No,0
14.75,0,7.375,3.6875,No,0
23.55,0,11.775,5.8875,No,0
26.1,0,13.05,6.525,No,0
26.2,0,13.1,6.55,No,0
21.2,0,10.6,5.3,No,1
17.6,1.6,9.6,5.6,Yes,1
14.35,3,8.675,5.8375,Yes,0
14.4,0,7.2,3.6,No,0
17.5,3,10.25,6.625,Yes,1
18.5,14.2,16.35,15.275,Yes,1
21.7,4,12.85,8.425,Yes,0
25.2,14.8,20,17.4,Yes,1
17.6,0.8,9.2,5,No,0
15.85,0,7.925,3.9625,No,0
15.55,0.6,8.075,4.3375,No,0
21.45,0,10.725,5.3625,No,0
17.2,0.4,8.8,4.6,No,0
14.7,0,7.35,3.675,No,0
16.85,0,8.425,4.2125,No,1
12.75,11.9,12.325,12.1125,Yes,1
13.4,3.4,8.4,5.9,Yes,0
14.55,0.2,7.375,3.7875,No,0
17.85,0,8.925,4.4625,No,0
21.65,0,10.825,5.4125,No,0
22.25,0,11.125,5.5625,No,0
15.55,0,7.775,3.8875,No,0
19.3,0,9.65,4.825,No,0
20.6,0,10.3,5.15,No,0
25.95,0,12.975,6.4875,No,0
31,0,15.5,7.75,No,0
20.35,0,10.175,5.0875,No,0
20.3,0,10.15,5.075,No,0
24.65,0,12.325,6.1625,No,0
27.95,0,13.975,6.9875,No,0
25.95,0,12.975,6.4875,No,0
24.15,0,12.075,6.0375,No,0
23.2,4,13.6,8.8,Yes,0
22.05,0,11.025,5.5125,No,0
21.25,0,10.625,5.3125,No,0
16.6,0,8.3,4.15,No,0
17.5,0,8.75,4.375,No,0
19.85,0,9.925,4.9625,No,0
24.6,0,12.3,6.15,No,0
23.65,0,11.825,5.9125,No,0
22.25,0,11.125,5.5625,No,0
24.55,0,12.275,6.1375,No,0
22.65,0,11.325,5.6625,No,0
25.5,0,12.75,6.375,No,0
22.85,0,11.425,5.7125,No,0
24.25,0,12.125,6.0625,No,0
25.85,0,12.925,6.4625,No,0
32.65,0,16.325,8.1625,No,0
32.5,0,16.25,8.125,No,0
27.1,0,13.55,6.775,No,0
27.7,0,13.85,6.925,No,1
19.75,2.5,11.125,6.8125,Yes,0
14.55,0,7.275,3.6375,No,0
18.25,0,9.125,4.5625,No,0
19.1,0,9.55,4.775,No,0
22.85,0,11.425,5.7125,No,0
26,0,13,6.5,No,0
25.3,0,12.65,6.325,No,1
17.6,22.2,19.9,21.05,Yes,0
19.8,0,9.9,4.95,No,0
23.5,35,29.25,32.125,Yes,0
22.75,0,11.375,5.6875,No,1
19.55,3,11.275,7.1375,Yes,1
18.65,0.4,9.525,4.9625,No,0
14.95,0.4,7.675,4.0375,No,0
16.85,0,8.425,4.2125,No,0
20.2,0,10.1,5.05,No,0
22.35,0,11.175,5.5875,No,0
24.5,0,12.25,6.125,No,0
28.45,0,14.225,7.1125,No,0
24.8,0,12.4,6.2,No,0
20.1,0,10.05,5.025,No,0
16.3,0,8.15,4.075,No,0
14.8,0,7.4,3.7,No,0
14.5,0,7.25,3.625,No,0
16.05,0,8.025,4.0125,No,0
16.65,0,8.325,4.1625,No,0
25.55,0,12.775,6.3875,No,1
17.6,14.4,16,15.2,Yes,0
21.5,0,10.75,5.375,No,0
22.3,0,11.15,5.575,No,0
18.8,0.4,9.6,5,No,0
21.75,0,10.875,5.4375,No,0
19.15,0,9.575,4.7875,No,0
17.4,0,8.7,4.35,No,1
19.15,65,42.075,53.5375,Yes,0
17.15,0.2,8.675,4.4375,No,0
13.95,0.4,7.175,3.7875,No,1
13.05,0,6.525,3.2625,No,0
19.35,0,9.675,4.8375,No,0
15.75,0,7.875,3.9375,No,0
11.6,0,5.8,2.9,No,0
14.35,0.6,7.475,4.0375,No,0
11.95,0,5.975,2.9875,No,0
10.95,0,5.475,2.7375,No,0
12.25,0,6.125,3.0625,No,0
13.45,1.6,7.525,4.5625,Yes,0
10.15,0,5.075,2.5375,No,0
8.15,0,4.075,2.0375,No,0
9.75,1,5.375,3.1875,No,1
12.35,12.6,12.475,12.5375,Yes,1
13.4,6.6,10,8.3,Yes,0
12.15,0,6.075,3.0375,No,0
7.2,0,3.6,1.8,No,0
14.1,0,7.05,3.525,No,0
10.6,17.4,14,15.7,Yes,0
9.15,0.4,4.775,2.5875,No,0
10.65,0.2,5.425,2.8125,No,0
11.1,0.6,5.85,3.225,No,0
9.15,0.2,4.675,2.4375,No,0
8.25,0.2,4.225,2.2125,No,0
10.95,0.2,5.575,2.8875,No,0
12.65,5.6,9.125,7.3625,Yes,0
8.85,0,4.425,2.2125,No,1
10.45,0.6,5.525,3.0625,No,0
5.55,0.6,3.075,1.8375,No,0
8.65,0.2,4.425,2.3125,No,0
9.05,0,4.525,2.2625,No,0
9.25,0,4.625,2.3125,No,0
6.15,0,3.075,1.5375,No,0
7.25,0,3.625,1.8125,No,0
8.65,0,4.325,2.1625,No,1
10.6,2,6.3,4.15,Yes,1
11.8,2,6.9,4.45,Yes,0
11.45,0.6,6.025,3.3125,No,1
8.55,19.4,13.975,16.6875,Yes,1
9.8,0.4,5.1,2.75,No,0
9.8,0,4.9,2.45,No,0
7.6,0,3.8,1.9,No,0
9.35,0,4.675,2.3375,No,0
9.8,0,4.9,2.45,No,1
14.95,0.8,7.875,4.3375,No,1
13.6,4.4,9,6.7,Yes,1
11.45,12,11.725,11.8625,Yes,0
10.35,0,5.175,2.5875,No,1
9.75,4.8,7.275,6.0375,Yes,1
10.4,1.4,5.9,3.65,Yes,1
6.6,6.8,6.7,6.75,Yes,0
6.35,0.8,3.575,2.1875,No,1
8.35,2.2,5.275,3.7375,Yes,1
9.5,2.2,5.85,4.025,Yes,1
8.35,1.2,4.775,2.9875,Yes,0
4.9,0,2.45,1.225,No,0
7.2,0,3.6,1.8,No,0
8.75,0,4.375,2.1875,No,0
8.5,0,4.25,2.125,No,0
7.2,0,3.6,1.8,No,1
7.5,1.2,4.35,2.775,Yes,1
7.15,3.6,5.375,4.4875,Yes,0
6.15,0.4,3.275,1.8375,No,0
8.65,0,4.325,2.1625,No,0
9.9,0.4,5.15,2.775,No,1
9.65,0.4,5.025,2.7125,No,0
9.8,0,4.9,2.45,No,0
11.1,0,5.55,2.775,No,0
12.5,0,6.25,3.125,No,1
12.1,3.2,7.65,5.425,Yes,0
16.3,0,8.15,4.075,No,0
15.25,0,7.625,3.8125,No,0
10.95,8.8,9.875,9.3375,Yes,0
10.05,19.2,14.625,16.9125,Yes,1
9.5,7.8,8.65,8.225,Yes,1
10.6,7,8.8,7.9,Yes,0
9.2,0,4.6,2.3,No,0
11.95,0,5.975,2.9875,No,0
12.5,0,6.25,3.125,No,1
10.3,14.2,12.25,13.225,Yes,1
12.15,1.8,6.975,4.3875,Yes,0
13.75,0,6.875,3.4375,No,0
12.35,0,6.175,3.0875,No,0
11.75,0,5.875,2.9375,No,0
12.2,0,6.1,3.05,No,0
8.45,0,4.225,2.1125,No,0
6.95,0,3.475,1.7375,No,0
8.2,0,4.1,2.05,No,0
11.3,0,5.65,2.825,No,0
12.1,0,6.05,3.025,No,0
14.75,0,7.375,3.6875,No,0
8.45,1.4,4.925,3.1625,Yes,0
7.9,2.2,5.05,3.625,Yes,1
9.3,2.4,5.85,4.125,Yes,0
10.65,0.6,5.625,3.1125,No,0
9.8,0,4.9,2.45,No,0
11.8,0,5.9,2.95,No,0
13.95,0,6.975,3.4875,No,0
19.5,0,9.75,4.875,No,0
13.75,0,6.875,3.4375,No,0
8.8,0,4.4,2.2,No,0
15.2,1.8,8.5,5.15,Yes,1
10.8,27.8,19.3,23.55,Yes,1
10.55,1.2,5.875,3.5375,Yes,1
8.6,0.2,4.4,2.3,No,0
12.6,0,6.3,3.15,No,0
14.7,0,7.35,3.675,No,1
13.3,13,13.15,13.075,Yes,1
14.75,1.4,8.075,4.7375,Yes,0
14.55,0.8,7.675,4.2375,No,0
13.15,0.8,6.975,3.8875,No,0
13.9,0.4,7.15,3.775,No,0
9.3,1,5.15,3.075,No,1
12.15,0,6.075,3.0375,No,0
16.85,0,8.425,4.2125,No,0
16.95,0.2,8.575,4.3875,No,1
14.75,3.6,9.175,6.3875,Yes,0
12.75,0,6.375,3.1875,No,0
18,0,9,4.5,No,0
20.8,0,10.4,5.2,No,0
22.8,0,11.4,5.7,No,1
15.45,3.8,9.625,6.7125,Yes,0
20.05,1,10.525,5.7625,No,0
23.1,0,11.55,5.775,No,0
17.3,0,8.65,4.325,No,0
14.55,2.6,8.575,5.5875,Yes,0
13,0,6.5,3.25,No,0
14.9,0,7.45,3.725,No,0
12.7,0,6.35,3.175,No,0
15.35,0,7.675,3.8375,No,0
19.55,0,9.775,4.8875,No,0
20.35,0.3,10.325,5.3125,No,0
22.65,0,11.325,5.6625,No,1
23.6,2.4,13,7.7,Yes,0
14.5,2,8.25,5.125,Yes,0
18.6,0,9.3,4.65,No,0
24.75,0,12.375,6.1875,No,0
19.05,0.6,9.825,5.2125,No,0
26.75,0,13.375,6.6875,No,0
13.85,6.2,10.025,8.1125,Yes,0
14.8,0,7.4,3.7,No,0
14.95,0,7.475,3.7375,No,0
14.65,0,7.325,3.6625,No,0
16.1,0,8.05,4.025,No,1
16.05,26,21.025,23.5125,Yes,1
17.15,1.4,9.275,5.3375,Yes,0
24.1,0,12.05,6.025,No,0
23.75,0,11.875,5.9375,No,0
15.15,0.6,7.875,4.2375,No,0
13,0,6.5,3.25,No,0
16.35,0,8.175,4.0875,No,0
17.45,0,8.725,4.3625,No,0
17.6,0,8.8,4.4,No,0
19.35,0,9.675,4.8375,No,0
21.6,0,10.8,5.4,No,0
23.65,0,11.825,5.9125,No,1
18.6,1.2,9.9,5.55,Yes,1
19.3,3,11.15,7.075,Yes,0
17.65,0,8.825,4.4125,No,0
16.9,0,8.45,4.225,No,0
21.3,0,10.65,5.325,No,0
23.1,0,11.55,5.775,No,0
20.25,0.4,10.325,5.3625,No,1
18.3,1.6,9.95,5.775,Yes,0
17.95,0,8.975,4.4875,No,0
21.15,0,10.575,5.2875,No,0
23.45,0,11.725,5.8625,No,0
23.1,0,11.55,5.775,No,0
22.8,0,11.4,5.7,No,0
19.45,0,9.725,4.8625,No,0
15.85,0,7.925,3.9625,No,0
20.2,0,10.1,5.05,No,0
24.45,0,12.225,6.1125,No,0
30.3,0,15.15,7.575,No,0
20.25,0,10.125,5.0625,No,0
21.1,0,10.55,5.275,No,0
23.8,0,11.9,5.95,No,1
19,6,12.5,9.25,Yes,0
15.95,0,7.975,3.9875,No,0
21.95,0,10.975,5.4875,No,0
26.35,0,13.175,6.5875,No,1
22.35,0,11.175,5.5875,No,0
23.45,0,11.725,5.8625,No,0
27.15,0,13.575,6.7875,No,0
29.4,0,14.7,7.35,No,0
26.55,0,13.275,6.6375,No,0
24,0,12,6,No,0
25,0,12.5,6.25,No,0
26.75,0,13.375,6.6875,No,1
20.6,0.4,10.5,5.45,No,0
16.95,0,8.475,4.2375,No,0
19.7,0,9.85,4.925,No,0
18.95,0,9.475,4.7375,No,0
21.85,0,10.925,5.4625,No,1
16.6,3,9.8,6.4,Yes,0
14.15,1,7.575,4.2875,No,0
17.05,0,8.525,4.2625,No,0
14,0,7,3.5,No,0
15.95,0,7.975,3.9875,No,0
18.8,0,9.4,4.7,No,0
22.1,0,11.05,5.525,No,0
24.15,0,12.075,6.0375,No,0
26.9,0,13.45,6.725,No,0
23.3,0,11.65,5.825,No,0
25.75,0,12.875,6.4375,No,0
20.45,0,10.225,5.1125,No,0
21.75,0,10.875,5.4375,No,0
23.4,0,11.7,5.85,No,0
29.15,0,14.575,7.2875,No,0
28.25,0,14.125,7.0625,No,0
29.45,0,14.725,7.3625,No,0
17.7,0,8.85,4.425,No,1
17.6,0,8.8,4.4,No,0
19.75,0,9.875,4.9375,No,0
18.3,0,9.15,4.575,No,0
15.55,0,7.775,3.8875,No,0
18.65,0,9.325,4.6625,No,0
18.8,0,9.4,4.7,No,0
26.1,0,13.05,6.525,No,1
19.5,15.4,17.45,16.425,Yes,0
18.35,0.2,9.275,4.7375,No,0
14.65,0,7.325,3.6625,No,0
15.05,2,8.525,5.2625,Yes,0
11.45,0,5.725,2.8625,No,1
14.35,3,8.675,5.8375,Yes,0
16,0.6,8.3,4.45,No,0
16.75,0,8.375,4.1875,No,0
20.85,0,10.425,5.2125,No,0
15.75,0,7.875,3.9375,No,0
21.45,0,10.725,5.3625,No,0
21.15,0.4,10.775,5.5875,No,0
23.05,0,11.525,5.7625,No,0
12.65,0,6.325,3.1625,No,0
13,1,7,4,No,0
13.7,0,6.85,3.425,No,0
13.15,0,6.575,3.2875,No,0
14.7,0,7.35,3.675,No,0
17.6,0,8.8,4.4,No,0
20.25,0,10.125,5.0625,No,0
20.15,0,10.075,5.0375,No,0
18.15,0,9.075,4.5375,No,1
12.7,2.6,7.65,5.125,Yes,1
8.8,5,6.9,5.95,Yes,0
10.85,0,5.425,2.7125,No,0
11.2,0,5.6,2.8,No,0
11.1,0,5.55,2.775,No,0
11.9,0,5.95,2.975,No,0
10.3,0,5.15,2.575,No,1
8,3,5.5,4.25,Yes,0
10.25,0,5.125,2.5625,No,0
10.05,0,5.025,2.5125,No,0
13.1,0,6.55,3.275,No,0
16.05,0.6,8.325,4.4625,No,0
17.6,0,8.8,4.4,No,0
15.25,0,7.625,3.8125,No,0
13.05,0,6.525,3.2625,No,0
10.25,0.2,5.225,2.7125,No,0
9,0.3,4.65,2.475,No,0
10.2,0.6,5.4,3,No,0
8.6,0,4.3,2.15,No,0
8.35,0,4.175,2.0875,No,0
10.9,0,5.45,2.725,No,0
11.05,0,5.525,2.7625,No,0
11.25,0,5.625,2.8125,No,0
15.05,0.4,7.725,4.0625,No,1
7.6,11.8,9.7,10.75,Yes,1
8.4,7.8,8.1,7.95,Yes,1
12.2,2,7.1,4.55,Yes,0
10.65,0.2,5.425,2.8125,No,0
8.55,0,4.275,2.1375,No,0
11.65,0,5.825,2.9125,No,0
12.45,0.4,6.425,3.4125,No,0
8.8,0,4.4,2.2,No,1
9.6,2.6,6.1,4.35,Yes,0
5.2,0,2.6,1.3,No,0
11.8,0,5.9,2.95,No,1
11.95,2.4,7.175,4.7875,Yes,0
11.05,0.6,5.825,3.2125,No,0
7.85,0,3.925,1.9625,No,1
12.5,1.6,7.05,4.325,Yes,0
12.05,0.8,6.425,3.6125,No,0
7.15,16.6,11.875,14.2375,Yes,1
9.5,0.4,4.95,2.675,No,1
11.85,1.4,6.625,4.0125,Yes,0
6.95,0,3.475,1.7375,No,0
8.95,0,4.475,2.2375,No,1
9.9,1.2,5.55,3.375,Yes,1
8.8,6.6,7.7,7.15,Yes,1
6.5,5,5.75,5.375,Yes,0
7.3,0.6,3.95,2.275,No,0
5.2,0,2.6,1.3,No,0
8.1,0,4.05,2.025,No,0
8.5,0,4.25,2.125,No,0
5.4,0,2.7,1.35,No,0
7,0,3.5,1.75,No,0
9.25,0,4.625,2.3125,No,0
9.9,0,4.95,2.475,No,0
10.85,1,5.925,3.4625,No,0
10.05,0,5.025,2.5125,No,1
11.25,3.2,7.225,5.2125,Yes,1
11.15,3.4,7.275,5.3375,Yes,1
8.65,4,6.325,5.1625,Yes,1
11.65,0,5.825,2.9125,No,0
9.4,0,4.7,2.35,No,1
9.95,0.4,5.175,2.7875,No,0
10.25,0,5.125,2.5625,No,0
8.25,0,4.125,2.0625,No,0
11.45,0,5.725,2.8625,No,1
10.2,10,10.1,10.05,Yes,0
9.15,0.2,4.675,2.4375,No,0
5.8,0,2.9,1.45,No,0
11.6,0,5.8,2.9,No,0
11.6,0,5.8,2.9,No,0
9.6,0,4.8,2.4,No,0
6.6,0.2,3.4,1.8,No,0
7.85,0,3.925,1.9625,No,0
7.6,0,3.8,1.9,No,0
7.9,0.2,4.05,2.125,No,0
11.6,1,6.3,3.65,No,0
7.3,0.6,3.95,2.275,No,1
10.7,2,6.35,4.175,Yes,1
6,2.8,4.4,3.6,Yes,1
9.8,0,4.9,2.45,No,0
10.95,0,5.475,2.7375,No,0
13.45,0,6.725,3.3625,No,0
9.2,0.6,4.9,2.75,No,1
7.55,9.6,8.575,9.0875,Yes,0
9.75,0.8,5.275,3.0375,No,0
8.4,0,4.2,2.1,No,0
11.7,0,5.85,2.925,No,0
11.7,0,5.85,2.925,No,0
9.4,0.4,4.9,2.65,No,0
7.2,0,3.6,1.8,No,0
11.8,0,5.9,2.95,No,0
15.55,0,7.775,3.8875,No,0
13.9,0.8,7.35,4.075,No,1
13.05,9.2,11.125,10.1625,Yes,1
9.4,15.6,12.5,14.05,Yes,1
10.25,1.6,5.925,3.7625,Yes,0
